USER_ID,Party_1802,Party_1430,Party_8415,Party_1336,Party_4774,Party
1,0.200268119573593,0.260473757982254,0.280926465988159,0.265038013458252,0.273990243673325,Democrat
4,0.442093998193741,0.33038130402565,0.383526146411896,0.419799894094467,0.435735523700714,Democrat
5,0.72502601146698,0.75304251909256,0.712565898895264,0.756796300411224,0.714190781116486,Republican
8,0.326358526945114,0.285130470991135,0.303309053182602,0.310467571020126,0.375495404005051,Democrat
9,0.38344731926918,0.346927762031555,0.434686064720154,0.340147167444229,0.387028157711029,Republican
10,0.5095494389534,0.457195073366165,0.511807858943939,0.451682239770889,0.484608441591263,Democrat
11,0.234888300299644,0.211075812578201,0.205569311976433,0.205379456281662,0.221170276403427,Democrat
12,0.755491733551025,0.754797101020813,0.73816442489624,0.775169193744659,0.735171854496002,Republican
13,0.668553471565247,0.62405663728714,0.641156792640686,0.656540334224701,0.658887088298798,Republican
15,0.719935476779938,0.712381184101105,0.71205335855484,0.704915046691895,0.705811262130737,Republican
16,0.552281856536865,0.510149896144867,0.496307909488678,0.526762366294861,0.503308594226837,Republican
17,0.610168993473053,0.635059714317322,0.668315887451172,0.614718198776245,0.619949579238892,Republican
18,0.357138425111771,0.329136967658997,0.330794274806976,0.369731664657593,0.338786214590073,Democrat
19,0.44564425945282,0.560111463069916,0.477041572332382,0.534414768218994,0.443962901830673,Republican
20,0.48832768201828,0.495106965303421,0.505581259727478,0.493322223424911,0.489729106426239,Republican
21,0.779753625392914,0.788833916187286,0.785847961902618,0.809495449066162,0.784689724445343,Republican
22,0.191580817103386,0.175811573863029,0.151425585150719,0.149177432060242,0.147143751382828,Democrat
23,0.168698489665985,0.187183290719986,0.171565413475037,0.206679508090019,0.167053997516632,Democrat
24,0.167056858539581,0.156960353255272,0.163196489214897,0.155410647392273,0.173381701111794,Democrat
25,0.443407893180847,0.507360339164734,0.41057687997818,0.420341014862061,0.473534822463989,Democrat
26,0.286003828048706,0.28920391201973,0.276660978794098,0.303088694810867,0.259582459926605,Republican
27,0.175491139292717,0.163264319300652,0.204551741480827,0.167677968740463,0.162470743060112,Democrat
30,0.57276839017868,0.57178258895874,0.517683148384094,0.600354731082916,0.666650235652924,Democrat
31,0.486517906188965,0.516149163246155,0.512535989284515,0.499973893165588,0.492032110691071,Democrat
32,0.386726260185242,0.333248734474182,0.314970195293427,0.319691300392151,0.288460254669189,Republican
33,0.155898660421371,0.116450972855091,0.127153903245926,0.161377936601639,0.155696451663971,Democrat
34,0.121947631239891,0.118341952562332,0.134375795722008,0.114792428910732,0.128354832530022,Democrat
35,0.326092779636383,0.255662113428116,0.324287444353104,0.288980215787888,0.277877390384674,Democrat
