USER_ID,Party_1802,Party_1430,Party_8415,Party_1336,Party_4774,Party
1,0.276544809341431,0.270251363515854,0.262818843126297,0.341497480869293,0.357893615961075,Democrat
4,0.467023551464081,0.436058163642883,0.481970936059952,0.557045757770538,0.484236061573029,Democrat
5,0.700106263160706,0.62071418762207,0.674889922142029,0.708691120147705,0.630173325538635,Republican
8,0.397536247968674,0.373689204454422,0.373836666345596,0.368980020284653,0.429127663373947,Democrat
9,0.41668313741684,0.437392175197601,0.417374491691589,0.459753960371017,0.421560108661652,Republican
10,0.452452182769775,0.499120831489563,0.494050800800323,0.383244246244431,0.445746839046478,Democrat
11,0.227241396903992,0.229635626077652,0.207973510026932,0.307536244392395,0.209386184811592,Democrat
12,0.73300576210022,0.763734936714172,0.662640988826752,0.750840365886688,0.741872489452362,Republican
13,0.663252174854279,0.697372555732727,0.696275532245636,0.655968129634857,0.703463196754456,Republican
15,0.667475819587708,0.665290296077728,0.678091824054718,0.689864873886108,0.701158225536346,Republican
16,0.586419463157654,0.55263751745224,0.575280845165253,0.541877567768097,0.524448454380035,Republican
17,0.602447926998138,0.657972574234009,0.647990226745605,0.688586831092834,0.644322752952576,Republican
18,0.334900468587875,0.358461380004883,0.400476515293121,0.403673499822617,0.406897306442261,Democrat
19,0.493985623121262,0.510634779930115,0.47301197052002,0.523769319057465,0.495875090360641,Republican
20,0.48100334405899,0.479668080806732,0.532743215560913,0.515306770801544,0.538911759853363,Republican
21,0.662360966205597,0.698452770709991,0.663331210613251,0.723893523216248,0.682558953762054,Republican
22,0.124466203153133,0.130799010396004,0.130262315273285,0.127182170748711,0.140429466962814,Democrat
23,0.137570381164551,0.161952570080757,0.143452540040016,0.154987946152687,0.135554626584053,Democrat
24,0.175714626908302,0.194530755281448,0.176640868186951,0.214405134320259,0.191159054636955,Democrat
25,0.490232646465302,0.438857287168503,0.451355993747711,0.484144985675812,0.423554718494415,Democrat
26,0.377681910991669,0.378864675760269,0.393109738826752,0.401640921831131,0.378074020147324,Republican
27,0.129629746079445,0.131827712059021,0.204442352056503,0.181191980838776,0.142833977937698,Democrat
30,0.59302031993866,0.611860692501068,0.625696122646332,0.553120493888855,0.643940448760986,Democrat
31,0.506880342960358,0.536032378673553,0.551912844181061,0.525046706199646,0.521728813648224,Democrat
32,0.31311896443367,0.283725172281265,0.280925869941711,0.336168378591537,0.311739921569824,Republican
33,0.106369495391846,0.0953869819641113,0.111242286860943,0.0831742659211159,0.10011987388134,Democrat
34,0.128930673003197,0.135368198156357,0.152378499507904,0.137763738632202,0.129067331552505,Democrat
35,0.253574430942535,0.237210258841515,0.241923943161964,0.216024026274681,0.237848699092865,Democrat
36,0.394258409738541,0.37832909822464,0.400260478258133,0.372792154550552,0.434888660907745,Democrat
38,0.460009545087814,0.533638060092926,0.43719357252121,0.456742823123932,0.432770729064941,Democrat
