USER_ID,xgboost_preProcess1_1802,xgboost_preProcess1_1430,xgboost_preProcess1_8415,xgboost_preProcess1_1336,xgboost_preProcess1_4774
1,0.328543961048126,0.376045763492584,0.389692068099976,0.325243681669235,0.358322292566299
4,0.470136702060699,0.396013557910919,0.378178149461746,0.43727907538414,0.423135042190552
5,0.809716463088989,0.77429735660553,0.752981603145599,0.760738790035248,0.743854284286499
8,0.379961997270584,0.435389637947083,0.463965535163879,0.442022353410721,0.450374126434326
9,0.359141916036606,0.389117151498795,0.402779638767242,0.37799933552742,0.381523162126541
10,0.567985594272614,0.542215347290039,0.525867879390717,0.504482328891754,0.502048254013062
11,0.229790836572647,0.236927643418312,0.215820729732513,0.19853150844574,0.21432089805603
12,0.799491822719574,0.765276968479156,0.751952171325684,0.753291845321655,0.767015933990479
13,0.616962850093842,0.577958285808563,0.568924605846405,0.600671589374542,0.607865631580353
15,0.692074060440063,0.68344521522522,0.643036782741547,0.595648527145386,0.614463865756989
16,0.49250665307045,0.524629235267639,0.487589955329895,0.479002058506012,0.492445707321167
17,0.608479917049408,0.576768279075623,0.535879850387573,0.545333564281464,0.586808145046234
18,0.498095452785492,0.477681577205658,0.384157627820969,0.462389081716537,0.430037617683411
19,0.467569798231125,0.500990390777588,0.472887277603149,0.482235044240952,0.510394930839539
20,0.533726334571838,0.566589891910553,0.496785581111908,0.527732729911804,0.558250784873962
21,0.625144124031067,0.666066646575928,0.666138410568237,0.67855042219162,0.632667422294617
22,0.248893231153488,0.185432925820351,0.162905246019363,0.202176600694656,0.168851792812347
23,0.156811326742172,0.185392111539841,0.169886291027069,0.198258087038994,0.172650322318077
24,0.22390142083168,0.223303511738777,0.232496947050095,0.199443727731705,0.201120674610138
25,0.51224023103714,0.518362700939178,0.4973224401474,0.525613605976105,0.487738817930222
26,0.392121613025665,0.365315288305283,0.384476214647293,0.409848630428314,0.358849853277206
27,0.172601878643036,0.20406885445118,0.189868181943893,0.167091965675354,0.173767179250717
30,0.595090806484222,0.602638483047485,0.596135497093201,0.612348258495331,0.612145602703094
31,0.498347461223602,0.520117580890656,0.499584913253784,0.485141456127167,0.484032690525055
32,0.421286433935165,0.48830646276474,0.487909525632858,0.406766057014465,0.409042477607727
33,0.112000115215778,0.117003239691257,0.130104944109917,0.124915719032288,0.125937208533287
34,0.134573236107826,0.140136376023293,0.131113961338997,0.120512709021568,0.136497393250465
35,0.244706779718399,0.224162369966507,0.241403743624687,0.220905289053917,0.237090423703194
36,0.471470981836319,0.421418488025665,0.504088699817657,0.432177424430847,0.384951949119568
38,0.411535352468491,0.398943305015564,0.392693549394608,0.408153712749481,0.399848312139511
39,0.25039079785347,0.22941642999649,0.245390117168427,0.243590101599693,0.26348489522934
40,0.396769642829895,0.431497752666473,0.424494624137878,0.445093333721161,0.433251917362213
41,0.540364801883698,0.587902069091797,0.523116290569305,0.55411285161972,0.550008773803711
42,0.666465163230896,0.68942403793335,0.672842144966125,0.671367704868317,0.664603471755981
43,0.177101582288742,0.174167156219482,0.157790064811707,0.179226890206337,0.17423976957798
45,0.720757067203522,0.697963118553162,0.673934936523438,0.709490716457367,0.688220500946045
46,0.210033193230629,0.203742489218712,0.191482663154602,0.208046808838844,0.233047395944595
47,0.704918622970581,0.693409740924835,0.646557211875916,0.639216899871826,0.639366745948792
48,0.654980063438416,0.632543444633484,0.606138110160828,0.643178224563599,0.65484881401062
49,0.59540319442749,0.530181586742401,0.552929878234863,0.548536956310272,0.557287573814392
50,0.505030453205109,0.499410957098007,0.476177901029587,0.478047549724579,0.465167224407196
51,0.555229783058167,0.537660896778107,0.516259849071503,0.564659714698792,0.56904000043869
52,0.554896771907806,0.544977307319641,0.518513083457947,0.521047711372375,0.461003303527832
53,0.430825561285019,0.500255346298218,0.493124783039093,0.465070515871048,0.486848711967468
54,0.376382350921631,0.400249302387238,0.409309685230255,0.442707419395447,0.418913841247559
55,0.423431664705276,0.423758059740067,0.440933525562286,0.509890258312225,0.446390181779861
57,0.698870241641998,0.707506120204926,0.702269613742828,0.698261857032776,0.744966804981232
58,0.205056622624397,0.200965911149979,0.195120632648468,0.177189394831657,0.160422563552856
59,0.686128199100494,0.663464844226837,0.701745629310608,0.687880039215088,0.701730012893677
60,0.746417343616486,0.748420178890228,0.750784337520599,0.725781083106995,0.693530738353729
61,0.406287401914597,0.411252707242966,0.433793753385544,0.375286757946014,0.431625992059708
63,0.308793663978577,0.403560996055603,0.335371106863022,0.344547152519226,0.336904019117355
64,0.751908898353577,0.748640894889832,0.737531304359436,0.757112920284271,0.741666793823242
65,0.31291189789772,0.261077702045441,0.239269748330116,0.29611536860466,0.275580316781998
66,0.737364232540131,0.733948767185211,0.746704399585724,0.74090838432312,0.769111275672913
67,0.71206659078598,0.698595404624939,0.727422714233398,0.719381213188171,0.721713185310364
69,0.607126533985138,0.571111500263214,0.526415467262268,0.566129207611084,0.553917109966278
70,0.77288544178009,0.733111083507538,0.759080469608307,0.761967718601227,0.736536145210266
71,0.577176809310913,0.578653573989868,0.622796058654785,0.584998488426208,0.605812668800354
73,0.464289486408234,0.452309221029282,0.457692682743073,0.451246052980423,0.445688247680664
75,0.40685698390007,0.448560357093811,0.480776965618134,0.392930030822754,0.433338165283203
76,0.59462308883667,0.56249064207077,0.546173870563507,0.621060848236084,0.60954225063324
