USER_ID,xgboost_preProcess7_1802,xgboost_preProcess7_1430,xgboost_preProcess7_8415,xgboost_preProcess7_1336,xgboost_preProcess7_4774
1,0.295833498239517,0.299221098423004,0.320953637361526,0.322957724332809,0.327633798122406
4,0.40803536772728,0.349412620067596,0.364777415990829,0.380995392799377,0.382054537534714
5,0.790108561515808,0.776487052440643,0.753746151924133,0.749674379825592,0.740415215492249
8,0.339082032442093,0.368574440479279,0.377044707536697,0.408708423376083,0.445013701915741
9,0.331934660673141,0.340094745159149,0.335608780384064,0.317012369632721,0.333256036043167
10,0.538798928260803,0.564922511577606,0.515467584133148,0.525080442428589,0.512274920940399
11,0.173956632614136,0.149420484900475,0.180505588650703,0.206939682364464,0.185768812894821
12,0.800705552101135,0.793763220310211,0.778519093990326,0.80068838596344,0.830479085445404
13,0.65096640586853,0.634085178375244,0.588621854782104,0.609037041664124,0.59810084104538
15,0.692834615707397,0.668456435203552,0.670819878578186,0.667188942432404,0.648381888866425
16,0.498601913452148,0.483122229576111,0.482112944126129,0.455962270498276,0.51357239484787
17,0.526313900947571,0.581379234790802,0.595740795135498,0.543957233428955,0.572561860084534
18,0.419235467910767,0.427550345659256,0.443995505571365,0.46964767575264,0.437569856643677
19,0.432548731565475,0.479726403951645,0.485090404748917,0.440745204687119,0.486716628074646
20,0.489360332489014,0.559496581554413,0.537278473377228,0.445344507694244,0.605772078037262
21,0.756358563899994,0.757329285144806,0.764757692813873,0.753020644187927,0.741905033588409
22,0.161349028348923,0.139105275273323,0.185018658638,0.153067544102669,0.171001821756363
23,0.185882270336151,0.187082558870316,0.185329467058182,0.190119907259941,0.178705215454102
24,0.159122541546822,0.157423228025436,0.153917387127876,0.16062143445015,0.173331543803215
25,0.500619351863861,0.496234863996506,0.500876426696777,0.463069319725037,0.48603880405426
26,0.306373506784439,0.306031703948975,0.278002440929413,0.290531843900681,0.294592082500458
27,0.189605697989464,0.169913813471794,0.212549805641174,0.159118607640266,0.156434312462807
30,0.63147109746933,0.663974285125732,0.644988775253296,0.619541525840759,0.651120901107788
31,0.466780513525009,0.455138087272644,0.454087138175964,0.459437489509583,0.479481190443039
32,0.397162526845932,0.38473105430603,0.374448001384735,0.37688085436821,0.36071452498436
33,0.123098842799664,0.130111426115036,0.128110319375992,0.135422840714455,0.129555195569992
34,0.127654790878296,0.125233352184296,0.127797186374664,0.145265966653824,0.127316549420357
35,0.283256649971008,0.295671463012695,0.280363261699677,0.278199970722198,0.262224078178406
36,0.463004499673843,0.437451213598251,0.426612943410873,0.422387719154358,0.450069606304169
38,0.349264949560165,0.359675407409668,0.354671120643616,0.375781148672104,0.367134094238281
39,0.219894424080849,0.258389323949814,0.28297558426857,0.240548714995384,0.266980618238449
40,0.379023671150208,0.360094636678696,0.358142167329788,0.377187311649323,0.333127558231354
41,0.566159069538116,0.615622341632843,0.566546261310577,0.56724613904953,0.561766386032104
42,0.716437816619873,0.734030425548553,0.711629748344421,0.727566301822662,0.720572769641876
